timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0.711131,114,-2,-2,-2,-4,-2,-2,-1,-2
0.711150,115,-1,-2,0,1,0,-1,1,-1
0.726994,116,0,-5,-4,-5,-1,-3,-1,-1
0.727019,117,-2,3,0,-3,-3,-3,0,-1
0.728107,118,0,2,-1,-2,1,0,-3,-1
0.728129,119,0,-1,2,0,-1,-1,-1,-1
0.749398,120,1,1,1,2,0,0,-2,-1
0.749415,121,0,-4,-2,-6,-5,-2,-1,-1
0.750051,122,-2,-1,-3,-1,0,-2,1,-1
0.750061,123,-2,-2,1,-2,-2,-2,-3,0
0.764002,124,-3,-2,-3,-1,-3,0,-1,1
0.764028,125,2,-1,1,-2,-1,-1,0,1
0.771270,126,-1,2,1,2,-2,0,1,-1
0.771290,127,-1,-2,-3,-2,-2,-1,0,-1
0.786977,128,-1,-1,-3,0,0,-1,-1,-3
0.787021,129,-2,-4,-4,-6,0,0,0,-1
0.787354,130,2,4,5,2,1,-2,0,-1
0.787378,131,1,-5,1,5,0,0,-1,0
0.809417,132,-1,2,0,-5,-2,0,-1,-1
0.809433,133,1,2,1,4,1,-1,-2,-1
0.810660,134,-2,-3,-1,-2,-1,0,-1,0
0.810679,135,-1,1,-4,-2,0,0,-1,-1
0.831823,136,0,-1,-1,-1,-2,-1,-1,-2
0.831845,137,-1,-1,-1,-2,-1,-1,-2,-2
0.833155,138,0,0,-1,-2,-2,-1,-2,-1
0.833167,139,-1,0,-1,-1,-2,-1,0,-1
0.846880,140,-3,-5,-4,-2,-3,-1,-1,-1
0.846913,141,1,2,2,-3,-1,-2,0,0
0.848854,142,1,1,-2,4,0,-1,-1,0
0.848866,143,-4,3,6,-2,-1,0,0,-1
0.869501,144,-1,-3,-8,-2,1,0,0,0
0.869517,145,-3,-1,2,-1,-1,-2,-1,-3
0.870600,146,-3,-1,-2,-2,-1,-1,0,0
0.870614,147,3,3,-3,0,-3,-2,-1,0
0.891963,148,-3,-4,4,2,-1,-1,-2,-2
