Timestamp_ms,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7
262,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0
419,1,-2,0,-2,0,0,1,-2
473,-2,-3,-2,-5,0,-1,-1,-2
524,4,0,-2,-3,-2,0,-1,-1
578,2,1,1,-3,-2,-1,-1,-2
633,1,1,1,0,-1,0,-1,1
682,-5,-1,0,-2,0,1,-1,-4
734,-2,1,-1,0,-3,4,0,-5
786,-3,-1,-2,-2,-1,-2,-1,-1
839,-2,0,-3,3,1,-2,-2,-1
892,3,-1,0,-4,1,1,0,-1
947,2,1,-2,-5,-1,-3,-1,0
997,-2,2,-2,1,-3,-3,-2,-5
1049,0,1,-1,-2,2,1,2,2
1103,0,-3,-1,-1,-1,2,1,1
1157,2,-2,-2,-5,-3,-4,1,-1
1207,2,-1,-1,2,-3,0,0,1
1259,-2,-1,-2,-1,-2,0,0,0
1312,0,0,0,-4,-1,-2,-2,-2
1365,-3,-3,-1,-1,-1,-4,1,-4
1421,1,-2,0,-1,-2,2,-2,0
1477,-2,-2,-4,0,-3,-2,1,2
1529,-3,0,-2,1,-1,-1,1,1
1582,-1,0,-1,1,-2,0,-1,2
1635,12,4,-1,0,-1,-1,0,2
1688,-3,-2,-1,0,-1,-3,0,0
1742,0,1,-2,-1,-2,-1,0,-2
1792,1,2,-1,0,-1,0,1,-1
1844,-3,-1,0,4,1,-1,-1,5
1898,0,0,-3,-1,0,-1,0,-1
1950,-2,1,3,-1,-1,-1,-2,-2
2002,-1,-2,-1,0,-2,-1,-2,-1
2056,1,-1,-2,-2,-1,1,-2,-1
2108,-1,-1,-4,-2,-1,0,-3,3
2160,3,0,0,-2,0,0,-2,0
2213,-3,-1,-1,-2,0,-3,0,0
2267,-3,-1,-3,-1,-1,-1,1,-3
2319,-2,-1,2,-1,-2,-2,1,1
2372,-4,-2,0,0,-2,-2,-1,0
2422,-5,-2,0,-1,-1,0,-1,-2
2475,2,-1,-1,-1,-1,-1,0,-2
2535,-1,0,0,-3,-2,-2,0,0
2587,0,1,0,1,-2,-2,-1,-2
2639,-2,0,2,-1,1,0,-1,-1
2692,-1,-2,-1,-1,-3,-5,0,-1
2743,-1,-3,0,-3,-1,-2,-2,-1
2797,-3,-5,0,-2,0,0,-1,0
2850,-2,-2,-1,2,-1,1,-1,-2
2901,-2,-3,1,0,-1,-2,-1,-2
2955,-1,-1,-1,0,0,-1,-1,-1
3007,-2,-1,0,-1,0,1,0,0
3060,2,-1,-2,-3,-2,-3,0,-1
