timestamp,sample_number,label,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2.002098,0,clench,-20,-49,-12,1,10,-10,-28,-19
2.002457,1,clench,4,46,-11,-8,-21,25,13,-1
2.003682,2,clench,-10,-8,-12,2,7,-6,-7,14
2.003691,3,clench,3,15,-7,0,13,5,-29,-2
2.025943,4,clench,-3,-56,33,3,-8,-3,30,-2
2.025949,5,clench,-29,17,-66,-13,11,-45,-87,-51
2.026167,6,clench,17,70,93,17,0,48,88,8
2.026173,7,clench,10,-42,8,-2,-8,3,-31,19
2.038366,8,clench,0,43,5,4,1,-14,11,5
2.038392,9,clench,5,-57,-7,-3,5,-8,23,27
2.047903,10,clench,-18,32,-18,0,-4,-16,-20,16
2.047908,11,clench,-34,-81,-39,-14,-10,1,11,-25
2.062222,12,clench,30,14,25,7,-6,-4,12,14
2.062252,13,clench,-28,-97,-40,-6,10,6,-6,-12
2.064080,14,clench,2,38,60,3,-9,1,-74,-12
2.064084,15,clench,42,-17,7,6,3,10,43,5
2.084717,16,clench,-72,-62,-31,-9,-8,-17,5,-1
2.084741,17,clench,25,-79,-18,-3,9,11,6,13
2.087148,18,clench,-17,-33,31,13,8,-18,-15,-3
2.087154,19,clench,6,69,18,4,3,21,-18,13
2.098664,20,clench,21,-18,17,7,1,2,-26,16
2.098699,21,clench,-33,-52,-11,-15,-10,-14,-8,-15
2.108505,22,clench,-2,13,-50,-11,-8,-34,64,15
2.108509,23,clench,-19,88,28,-1,-4,-18,-65,-32
2.122176,24,clench,56,-35,-20,-3,8,37,79,1
2.122211,25,clench,23,-43,43,14,-5,14,-35,-12
2.123750,26,clench,-16,-53,-70,-13,11,-3,7,-5
2.123768,27,clench,5,-21,22,5,4,-5,-1,-33
2.143707,28,clench,-25,32,4,-8,-18,-21,-18,10
2.143729,29,clench,4,84,31,8,-1,-5,25,9
2.152548,30,clench,18,32,-28,-2,4,12,-10,-12
2.152552,31,clench,-15,-120,-46,-4,5,-16,0,-11
2.158464,32,clench,-2,103,18,0,6,1,-54,4
2.158487,33,clench,63,117,63,-3,-26,40,70,18
2.167340,34,clench,-32,-88,-26,-4,11,-8,-46,-28
2.167347,35,clench,-13,-70,-18,-4,-6,3,22,15
2.183357,36,clench,15,20,4,-4,-10,-9,0,-7
2.183363,37,clench,-13,50,9,6,4,-23,-12,-9
2.183733,38,clench,41,-15,-11,-10,-9,26,3,-29
2.183741,39,clench,-34,53,-7,-1,-2,0,4,19
2.204979,40,clench,-8,63,32,10,8,15,34,7
2.207489,41,clench,-3,-89,20,6,3,-33,-53,20
2.207495,42,clench,3,90,14,8,8,29,-2,-4
2.207497,43,clench,3,-77,-1,-6,-5,-17,19,-56
2.218389,44,clench,-12,-46,-21,-9,-7,5,5,-5
2.218595,45,clench,-3,-12,2,-1,-5,-17,-9,-2
2.228159,46,clench,-4,-63,17,3,-17,-25,-19,19
2.228163,47,clench,63,16,-9,-1,-2,20,6,28
2.242335,48,clench,-9,-62,-6,2,3,-18,-88,1
2.242365,49,clench,-19,-65,-31,-1,5,9,88,-22
2.244508,50,clench,-15,33,-15,-15,-17,-37,33,22
2.244518,51,clench,26,127,79,9,-1,32,41,-5
2.264822,52,clench,48,-60,-16,-7,-6,1,-31,-29
2.264857,53,clench,-32,4,3,8,10,-2,-13,-1
2.266260,54,clench,-20,-107,-33,-10,0,4,-11,-2
2.266298,55,clench,-7,-3,-21,-2,4,-21,-6,18
2.278291,56,clench,-4,57,-15,-2,0,-6,33,6
2.278309,57,clench,-5,24,24,4,-10,8,-20,-20
2.288912,58,clench,-10,-36,6,1,4,3,3,-13
2.288917,59,clench,-6,-16,-18,-4,9,-1,-28,7
2.301555,60,clench,-13,-45,-18,6,11,2,-1,-3
2.301578,61,clench,-28,21,-31,-9,-8,-30,-45,-27
2.308396,62,clench,7,-26,12,-13,-6,28,57,37
2.308421,63,clench,19,14,10,3,-2,25,-29,49
2.325087,64,clench,9,-30,11,-4,-11,-10,-40,-47
2.325095,65,clench,-59,58,-14,-11,-14,-6,-47,-4
2.326698,66,clench,-12,-32,-17,8,19,-16,6,5
2.326718,67,clench,-24,-9,-11,2,15,7,39,3
2.347313,68,clench,23,22,-5,1,-7,-11,-9,-5
2.347345,69,clench,3,-22,2,2,12,25,-8,39
2.349476,70,clench,0,7,0,-3,2,-34,-24,-3
2.349483,71,clench,-5,-72,-19,-6,-9,39,12,-3
2.362155,72,clench,8,43,-4,1,-2,-9,-1,10
2.362180,73,clench,39,36,52,4,4,15,21,4
2.364261,74,clench,-41,-12,11,-1,-7,-12,4,-5
2.364270,75,clench,20,-17,-3,-4,-11,-15,-28,-24
2.385886,76,clench,-28,50,-11,-1,5,-12,23,-20
2.385893,77,clench,18,-33,15,2,-4,0,-45,-29
2.386223,78,clench,44,-3,-9,2,12,29,21,0
2.386229,79,clench,-27,100,30,7,9,-28,-112,-55
2.407484,80,clench,-27,82,36,-4,-25,23,116,13
2.407508,81,clench,51,-6,-14,-5,-2,-7,6,-9
2.409037,82,clench,6,-21,-4,7,5,8,-11,-25
2.409041,83,clench,3,-57,-16,-4,-6,-7,12,23
2.422632,84,clench,-39,-34,-1,1,12,8,-18,6
2.422661,85,clench,-8,31,3,3,2,3,19,3
2.424358,86,clench,35,14,-7,-2,-7,-11,-40,13
2.424367,87,clench,-18,-50,-22,-1,14,2,29,10
2.444650,88,clench,-8,20,-37,-7,-15,-12,-26,-25
2.444679,89,clench,23,-46,29,-1,-5,28,45,22
2.446946,90,clench,-1,-10,-8,-6,-10,-10,-25,-19
2.446950,91,clench,-11,-14,-6,0,-11,-19,12,3
2.467526,92,clench,3,75,-53,8,35,-8,-71,3
2.467550,93,clench,5,71,52,-2,-11,41,95,44
2.469850,94,clench,18,8,-2,-4,-8,5,-33,-29
2.470104,95,clench,-31,14,13,0,-4,-20,16,-14
2.481531,96,clench,21,-128,-20,-6,-5,-6,-31,-2
2.481554,97,clench,-11,1,-24,-3,4,-16,-15,-7
2.488437,98,clench,-21,82,-47,1,46,27,15,-24
2.488460,99,clench,10,38,16,-3,-40,-2,25,22
2.504553,100,clench,0,-86,6,-3,-9,-10,1,0
2.504617,101,clench,-2,-31,-16,-3,2,-15,-15,-1
2.507020,102,clench,0,-61,2,-1,-4,-4,5,19
2.507027,103,clench,15,-13,-18,-1,20,-4,-20,-10
2.527205,104,clench,21,36,29,4,2,12,25,-1
2.527222,105,clench,-2,-20,-32,1,6,-19,-22,-11
2.528675,106,clench,-8,36,9,-2,-13,4,2,0
2.528692,107,clench,-27,-37,-26,-5,11,14,2,1
2.541481,108,clench,17,-12,54,7,-18,7,-3,26
2.541489,109,clench,-10,-15,-17,2,4,0,-24,-48
2.548477,110,clench,3,-5,-2,-6,-10,-26,20,-24
2.548510,111,clench,2,26,1,-7,-2,10,10,-12
2.564659,112,clench,2,-92,-23,-8,-1,-7,26,15
2.564693,113,clench,-2,72,17,5,9,-4,-13,8
2.566441,114,clench,1,-64,10,5,-5,1,-6,3
2.566450,115,clench,0,84,-55,-8,19,-33,-12,-45
2.587201,116,clench,23,91,39,-2,-10,81,42,38
2.587215,117,clench,-18,-36,-8,-4,-11,-14,18,-6
2.588792,118,clench,-29,-8,11,2,-4,-5,-12,-5
2.588815,119,clench,3,-57,-4,-1,4,-5,-5,-4
2.603092,120,clench,15,-48,-20,-1,2,-28,-18,-30
2.603098,121,clench,-1,28,6,-3,3,9,0,14
2.608293,122,clench,-19,-12,-10,2,-2,8,0,41
2.608316,123,clench,-16,-10,16,3,-7,-7,-4,-4
2.624672,124,clench,24,-94,-38,4,15,-33,-60,-27
2.624694,125,clench,-7,-11,28,-3,-27,22,97,26
2.626151,126,clench,35,56,32,-2,-6,9,-29,5
2.626183,127,clench,2,1,16,2,-7,-4,-16,-19
2.647232,128,clench,2,-45,5,-5,-2,-2,13,6
2.647273,129,clench,-11,-48,-72,-3,11,-23,-36,0
2.649128,130,clench,-23,56,-28,5,9,-15,-13,-9
2.649134,131,clench,22,112,48,-2,-17,36,38,36
2.661858,132,clench,-26,-13,-15,-6,-4,-13,-15,-12
2.661890,133,clench,-11,-15,-11,-3,1,-8,-18,-21
2.668468,134,clench,-3,-69,-13,1,-7,-9,-12,0
2.668500,135,clench,19,12,0,1,10,9,8,16
2.684827,136,clench,-33,74,8,1,2,-10,3,-14
2.684852,137,clench,17,-21,3,1,1,1,-15,4
2.686282,138,clench,-3,-79,-21,-3,14,2,-6,-6
2.687563,139,clench,21,60,89,14,-10,-1,3,-3
2.707254,140,clench,-12,30,14,-1,1,14,32,9
2.707279,141,clench,0,-17,3,1,6,1,-37,-2
2.709103,142,clench,-16,-105,-15,5,-9,-31,-17,57
2.709108,143,clench,8,48,-5,-5,10,20,49,13
2.721523,144,clench,-19,0,-10,-5,-2,4,-15,-9
2.721541,145,clench,23,-70,-5,5,-1,-13,2,-5
2.728275,146,clench,10,77,22,-3,-6,-4,4,-21
2.728293,147,clench,-19,-68,-26,-4,-2,1,-28,26
2.744551,148,clench,-10,21,15,4,-1,4,15,1
2.744567,149,clench,3,-106,-54,-9,8,-23,-16,20
2.746045,150,clench,-77,52,60,3,0,2,-93,-3
2.746053,151,clench,54,34,43,0,0,18,98,11
2.767296,152,clench,24,-11,-5,-5,-12,-23,-28,2
2.767323,153,clench,-9,1,2,-4,-1,6,-6,-2
2.769646,154,clench,5,-33,-31,-4,-9,-13,16,-4
2.769650,155,clench,-24,-31,-16,6,20,-15,-41,-20
2.780886,156,clench,-4,-3,12,-1,-4,5,0,14
2.780913,157,clench,-2,102,14,0,-7,-8,6,1
2.788719,158,clench,24,27,11,4,4,1,16,-41
2.788745,159,clench,-5,-128,-83,-6,19,-17,-109,2
2.804338,160,clench,-36,102,55,4,10,47,106,9
2.804365,161,clench,22,48,17,-12,-30,-3,-3,14
2.805766,162,clench,27,-6,3,-1,2,3,24,-9
2.805772,163,clench,-13,-51,-24,-2,-9,-12,-18,-6
2.826399,164,clench,2,-73,-39,-3,1,-25,-36,-4
2.826421,165,clench,6,-9,-23,9,22,17,11,-11
2.827220,166,clench,-30,61,23,-1,-8,4,21,11
2.827236,167,clench,57,-15,-12,-4,-18,-27,1,-38
2.840945,168,clench,18,28,1,-3,-3,-9,-20,-1
2.840969,169,clench,-13,-10,8,5,14,19,53,1
2.848408,170,clench,33,-128,-66,-9,-12,-29,-16,4
2.848431,171,clench,-13,101,83,14,15,22,-4,-15
2.864058,172,clench,-11,-27,-4,-3,-15,0,11,15
2.864086,173,clench,4,-23,2,5,22,-3,-27,-13
2.866180,174,clench,-15,-40,-12,-9,-42,6,15,-3
2.866192,175,clench,-3,-30,-37,-7,0,-24,15,6
2.886412,176,clench,18,87,8,-7,0,2,-13,-17
2.886429,177,clench,-59,15,15,-3,-12,-7,-4,5
2.887148,178,clench,43,37,11,1,14,1,-14,5
2.887163,179,clench,-85,-104,-39,-6,-12,4,3,-8
2.908928,180,clench,26,60,17,15,11,-53,-33,6
2.908952,181,clench,13,30,2,-11,-5,62,56,-5
2.909944,182,clench,5,-42,-19,-9,-6,4,-32,-7
2.909948,183,clench,6,-21,8,0,0,13,17,-10
2.924085,184,clench,-16,-117,-45,-11,-7,-11,10,2
2.924107,185,clench,15,16,9,4,4,-23,-31,15
2.925253,186,clench,-5,42,28,5,8,14,26,5
2.925257,187,clench,21,7,-14,-8,-1,5,-16,14
2.947127,188,clench,-66,-4,-6,-5,-2,4,-14,-24
2.947134,189,clench,16,-1,-1,-5,-11,-13,-9,2
2.947341,190,clench,2,14,8,0,4,8,6,-14
2.947375,191,clench,-2,-83,-29,9,6,-30,-25,14
2.969136,192,clench,-27,87,60,1,10,-13,-26,-41
2.969303,193,clench,54,-34,17,-16,-56,32,34,42
2.971579,194,clench,-16,-103,-38,-5,1,-5,-9,0
2.971587,195,clench,-32,121,13,7,-8,-12,30,-27
2.984185,196,clench,51,-59,-27,-11,-4,1,-7,27
2.984208,197,clench,-55,-46,-35,-2,7,-26,-29,-31
2.986532,198,clench,24,25,34,8,7,17,18,3
2.986540,199,clench,-5,-8,-27,-3,-1,-15,-11,19
3.006565,200,clench,16,-51,-19,4,-20,13,10,-6
3.006633,201,clench,21,30,15,1,33,-3,-4,1
3.008980,202,clench,-8,14,-14,-1,-6,-6,7,0
3.008987,203,clench,-12,30,10,-3,6,4,-6,-45
3.028957,204,clench,-5,-3,-7,2,-1,9,7,37
3.028973,205,clench,11,-81,-18,0,6,0,-30,-7
3.029606,206,clench,-13,51,40,2,-12,-27,24,13
3.029620,207,clench,43,-22,16,2,-1,33,28,29
3.043963,208,clench,-75,23,3,2,6,-6,-4,12
3.044032,209,clench,25,-10,-23,-5,-4,-9,-15,-31
3.045758,210,clench,-3,-31,-17,-8,-8,-15,-3,12
3.045765,211,clench,-2,42,1,-4,-15,7,9,-1
3.066601,212,clench,38,1,4,0,19,17,-4,13
3.066632,213,clench,-5,-30,-6,5,-18,-26,17,-19
3.068389,214,clench,-36,30,-3,-7,-2,17,-4,3
3.068397,215,clench,18,-5,7,-3,-12,-12,-10,5
3.088979,216,clench,14,-123,-30,5,17,-23,-10,-25
3.088992,217,clench,-9,127,45,-2,-8,19,14,-31
3.089686,218,clench,22,-16,-3,0,-12,8,19,12
3.089693,219,clench,-41,58,27,5,-1,-4,-46,-25
3.104599,220,clench,10,-73,-10,-8,3,6,35,-25
3.104611,221,clench,3,19,3,0,-4,-22,-28,0
3.104669,222,clench,4,1,-20,-1,10,1,36,-14
3.104735,223,clench,-14,-90,-17,-1,8,12,2,31
3.126515,224,clench,18,97,33,10,3,5,-30,-33
3.128633,225,clench,-10,94,74,20,3,2,30,9
3.128640,226,clench,12,-18,-27,-11,-2,-2,20,19
3.128642,227,clench,3,-37,-4,-6,-3,17,-57,14
3.157247,228,clench,9,-14,-4,-2,-11,13,43,-7
3.157272,229,clench,-8,-60,-40,-7,-6,-18,-45,9
3.158418,230,clench,-30,-24,13,3,23,16,-17,-21
3.158422,231,clench,-49,76,-19,-10,-2,-2,-16,8
3.163998,232,clench,9,-66,7,0,-19,-7,26,15
3.164025,233,clench,38,-94,-17,-1,11,-11,25,4
3.166402,234,clench,-20,83,91,14,-4,-17,-41,3
3.166409,235,clench,18,-25,-20,-15,-33,47,30,-11
3.186410,236,clench,-5,-24,-22,-4,0,0,-31,-3
3.186433,237,clench,-24,-93,-44,-13,-9,-29,25,15
3.187349,238,clench,25,114,85,15,8,10,-38,-11
3.187369,239,clench,6,-6,-8,-4,5,-14,34,30
3.208913,240,clench,22,-7,2,-3,-5,5,-6,-7
3.208936,241,clench,-58,-13,-4,3,9,20,4,9
3.210719,242,clench,-4,-75,-59,-2,3,-13,4,-4
3.210727,243,clench,11,7,-5,-6,-1,-24,-30,-10
3.223940,244,clench,10,34,27,5,17,11,50,16
3.223967,245,clench,-46,-24,-14,-1,-12,-4,-45,-22
3.225202,246,clench,-4,16,-27,-6,2,19,18,5
3.225209,247,clench,-13,-31,-1,4,5,-30,-10,-21
3.246526,248,clench,23,-43,-5,-1,-6,-7,2,12
3.246547,249,clench,2,127,54,5,1,-20,-3,26
3.247129,250,clench,37,-73,-22,2,7,43,-31,0
3.247142,251,clench,-4,-61,6,0,-11,-5,50,3
3.269660,252,clench,7,0,-17,-5,1,-3,-18,8
3.269682,253,clench,-22,-34,-11,2,10,7,-8,-26
3.272089,254,clench,5,41,-5,-9,-19,-14,-3,-5
3.272095,255,clench,32,-18,6,2,13,-10,20,24
3.284184,256,clench,-10,9,-26,-4,-14,-23,-14,3
3.284205,257,clench,8,84,54,4,5,10,-1,14
3.286283,258,clench,-47,-81,-15,4,18,7,12,10
3.286288,259,clench,-19,26,-9,-7,-3,-9,-82,-11
3.306881,260,clench,-17,37,9,-5,-20,20,37,-27
3.306887,261,clench,22,-52,-32,-2,2,10,-28,13
3.307353,262,clench,28,-8,0,-6,-5,-11,12,-22
3.307359,263,clench,-23,-10,10,2,3,-17,-4,-4
3.329389,264,clench,-8,-41,-41,3,22,-2,-23,10
3.330689,265,clench,-2,7,18,-2,-27,7,2,-26
3.330693,266,clench,16,-3,-9,-3,8,12,12,-24
3.330695,267,clench,30,10,6,1,-14,-13,22,4
3.344236,268,clench,3,5,-1,0,7,1,-41,-11
3.344262,269,clench,4,-75,-36,-2,11,9,18,37
3.345745,270,clench,-6,-10,-5,1,2,-13,2,3
3.345749,271,clench,7,18,-6,-3,-11,2,5,-2
3.368292,272,clench,-14,19,54,7,-4,-3,22,-29
3.368297,273,clench,8,-116,-29,-8,12,11,-26,2
3.368299,274,clench,3,35,-11,-8,-30,9,14,-3
3.368300,275,clench,-8,56,2,6,23,-22,19,-48
3.389103,276,clench,8,-11,8,0,16,25,11,1
3.390626,277,clench,-8,85,-4,-5,-13,-6,38,15
3.390633,278,clench,14,-25,-6,-1,5,-9,-40,-13
3.390635,279,clench,-50,-52,-12,3,-5,8,-6,12
3.404097,280,clench,6,-36,3,2,-19,-12,-15,15
3.406162,281,clench,8,-24,-18,-8,30,5,6,-21
3.406173,282,clench,-18,51,13,4,-3,-4,-15,-15
3.406175,283,clench,14,5,2,0,2,3,10,8
3.426433,284,clench,7,-57,-35,-3,-8,-29,-27,1
3.426466,285,clench,-6,102,27,6,4,26,-18,-17
3.428711,286,clench,0,9,-3,1,-3,-37,-3,4
3.428716,287,clench,23,-41,7,0,4,17,73,15
3.449079,288,clench,-67,-5,-6,-13,-24,-16,-33,-13
3.449109,289,clench,-14,1,-10,4,38,-9,23,-26
3.449694,290,clench,20,86,45,-3,-27,24,-44,-7
3.449713,291,clench,9,-46,5,6,9,1,-25,-9
3.464025,292,clench,11,95,2,-5,-26,2,7,16
3.464052,293,clench,12,-76,-6,4,18,-12,-11,-25
3.465389,294,clench,-16,-3,-32,-8,2,5,15,20
3.465399,295,clench,3,-36,-23,-5,-2,10,17,34
3.487203,296,clench,4,69,13,5,5,5,-12,-14
3.489492,297,clench,-28,-38,-16,-7,-15,-8,12,0
3.489497,298,clench,12,54,13,3,8,-10,53,5
3.489498,299,clench,2,66,15,-4,-15,-9,-41,-23
3.508868,300,clench,13,-12,3,4,18,11,31,15
3.508924,301,clench,23,10,-5,5,-9,-3,-69,6
3.509663,302,clench,-2,-65,-7,-2,7,-3,28,8
3.509679,303,clench,24,-12,6,1,-4,20,25,6
3.524077,304,clench,-27,57,16,-4,-3,-11,-13,6
3.524100,305,clench,19,-29,-8,1,9,1,21,3
3.524734,306,clench,-6,-59,-26,-4,-15,-14,-18,4
3.524749,307,clench,-33,31,-14,-3,25,7,-18,-5
3.546391,308,clench,20,26,20,-5,-23,23,34,18
3.546411,309,clench,2,-6,-1,0,6,1,-2,10
3.547503,310,clench,35,13,6,2,1,-19,29,-9
3.547508,311,clench,-16,-2,-7,1,-5,-10,-34,-22
3.570990,312,clench,-5,30,-40,-11,-3,2,-11,-6
3.570995,313,clench,-8,-23,21,-4,-38,0,9,8
3.570997,314,clench,-5,-88,-12,5,45,-15,-18,1
3.570999,315,clench,-8,-59,-11,-5,-12,24,22,-10
3.586103,316,clench,21,79,78,16,7,-6,-15,9
3.586108,317,clench,-29,-29,-8,1,-23,-6,-9,16
3.586110,318,clench,17,-34,5,1,6,8,-3,6
3.586112,319,clench,11,-125,-7,-2,-1,-33,-50,14
3.606410,320,clench,11,13,-15,-2,3,22,49,18
3.606430,321,clench,2,43,22,-6,-18,-8,-3,-17
3.607127,322,clench,-9,-1,4,4,4,7,-7,3
3.607140,323,clench,-5,0,-5,-3,4,-15,0,-6
3.629317,324,clench,-10,-128,-45,-4,-14,-24,1,5
3.629341,325,clench,15,118,54,1,20,19,-49,7
3.630849,326,clench,3,-30,-7,-7,-14,1,1,17
3.630859,327,clench,-8,44,5,10,14,7,28,-10
3.643908,328,clench,-18,-108,-26,-3,16,-9,-9,-17
3.643925,329,clench,19,85,16,-2,-17,31,45,6
3.646596,330,clench,-22,-7,-11,-4,-2,-8,1,10
3.646609,331,clench,26,64,17,6,9,8,-22,14
3.666660,332,clench,-46,-105,-32,2,11,-3,-4,-2
3.666687,333,clench,8,-15,13,-7,-16,-41,-42,2
3.667388,334,clench,-10,11,15,1,-5,19,55,-11
3.667457,335,clench,16,15,-3,-5,-5,-8,-10,32
3.689038,336,clench,8,91,29,5,-10,11,0,-6
3.689058,337,clench,-14,-30,-38,2,21,-13,-6,13
3.690589,338,clench,-18,-77,-19,-8,-14,12,-1,-17
3.690594,339,clench,26,4,5,-3,-24,-14,23,-6
3.712057,340,clench,-11,-48,-26,-4,35,6,-21,-3
3.712073,341,clench,18,52,42,12,-24,-15,21,4
3.712779,342,clench,-19,2,10,14,38,20,2,-21
3.712793,343,clench,17,-17,-15,-16,-17,-6,-20,23
3.726412,344,clench,4,-27,-49,-3,13,11,-44,-9
3.726450,345,clench,20,-15,-9,-8,-29,5,73,1
3.727204,346,clench,17,-23,-21,-3,-8,-16,-69,18
3.727218,347,clench,-10,18,25,7,12,9,48,-7
3.749271,348,clench,36,-19,-10,-9,-3,-24,-31,12
3.749305,349,clench,-10,-43,-27,-5,-2,3,-26,-55
3.751380,350,clench,2,23,8,1,0,-1,20,29
3.751384,351,clench,-33,-25,-14,-3,-5,-8,-19,6
3.764051,352,clench,-1,45,20,11,4,-6,22,-4
3.764082,353,clench,1,-128,-34,-21,4,16,0,0
3.766237,354,clench,29,127,10,-6,-1,-15,-53,-5
3.766241,355,clench,3,-9,27,7,3,21,45,-16
3.789027,356,clench,-15,-19,15,2,-7,-12,16,22
3.789033,357,clench,-19,-75,-23,-1,0,-6,14,9
3.789035,358,clench,14,54,17,4,-2,-7,-7,-2
3.789037,359,clench,-23,16,6,6,1,-2,-62,-31
3.808870,360,clench,11,44,11,-10,-13,-3,58,-16
3.808892,361,clench,29,12,-19,3,17,11,-23,13
3.810511,362,clench,-30,-53,-14,-7,-18,-2,38,-12
3.810519,363,clench,24,22,-8,3,8,-3,-10,-6
3.824024,364,clench,-39,-2,-2,-9,-14,-8,-34,32
3.824049,365,clench,-10,84,27,13,-7,-14,30,0
3.825548,366,clench,6,5,-3,-4,5,46,-14,-17
3.825552,367,clench,17,-1,2,-3,-4,-3,3,16
3.846402,368,clench,-36,-78,-18,3,20,7,-8,-19
3.846420,369,clench,-25,-65,-21,-6,-3,-17,7,2
3.847475,370,clench,-33,26,20,-1,-25,-13,-28,24
3.847479,371,clench,-6,53,-17,1,19,2,4,4
3.868835,372,clench,-14,-5,16,-2,2,3,1,-6
3.868855,373,clench,2,16,2,0,-3,13,14,-14
3.869714,374,clench,6,-33,-25,-2,15,2,-3,-18
3.869731,375,clench,6,-87,4,-6,-26,-18,-18,-11
3.883285,376,clench,8,-4,6,4,6,-4,3,4
3.883305,377,clench,-12,12,2,6,1,-13,-47,13
3.891568,378,clench,-11,26,-14,-3,7,-3,18,-14
3.893394,379,clench,-12,34,7,-2,-17,-10,14,41
3.906555,380,clench,22,-1,-2,-6,12,17,38,1
3.906576,381,clench,15,-68,-14,-2,4,1,-47,-9
3.907617,382,clench,30,-38,20,6,-19,-32,4,-5
3.907621,383,clench,2,-13,-15,-5,12,10,11,-1
3.929668,384,clench,8,46,9,-2,-19,-4,-22,-16
3.929673,385,clench,17,-30,-7,2,33,-13,8,1
3.929675,386,clench,-41,32,-7,-13,-28,19,26,-4
3.929722,387,clench,28,6,4,-2,3,5,6,-15
3.943389,388,clench,11,2,-5,-3,-3,5,-26,-11
3.955063,389,clench,-10,22,5,4,8,-1,41,6
3.955088,390,clench,-16,-128,-43,-2,7,-37,-58,-14
3.955091,391,clench,20,90,87,15,-15,19,30,-9
3.967108,392,clench,48,-32,-6,-11,19,2,27,33
3.967350,393,clench,-70,-21,-7,-2,-25,-2,11,-3
3.969479,394,clench,21,-54,-26,3,24,11,-12,-3
3.969489,395,clench,7,-80,15,-4,-15,-7,-21,-44
3.989002,396,clench,-38,13,1,9,-3,-14,-1,7
3.989021,397,clench,17,46,12,0,-2,17,2,-20
3.990370,398,clench,4,2,-15,-3,1,-8,16,-14
3.990375,399,clench,-76,36,-20,-10,7,-6,-1,12
4.003211,400,clench,31,62,-3,1,-14,22,8,-12
4.003272,401,clench,-4,-71,12,-1,-14,-11,-39,-11
4.011407,402,clench,-41,46,21,-2,20,14,25,-1
4.011426,403,clench,20,-32,-26,-3,1,-11,-2,-3
4.026435,404,clench,-22,-44,-12,-1,24,14,-10,-22
4.026455,405,clench,-22,62,19,4,-3,-4,12,21
4.027446,406,clench,16,21,-12,0,-3,-5,-25,-30
4.027463,407,clench,-7,3,4,-2,1,5,3,-5
4.049256,408,clench,21,-23,9,-1,5,2,-3,-13
4.049276,409,clench,28,53,14,3,-22,-24,-21,12
4.050584,410,clench,-47,3,31,5,9,11,-3,-50
4.050589,411,clench,-19,-77,-15,-1,4,0,2,23
4.063313,412,clench,26,-38,-5,-8,-29,3,-3,8
4.063336,413,clench,-2,-55,-13,-6,-1,-7,-9,-18
4.071554,414,clench,19,-51,1,4,13,6,6,32
4.071586,415,clench,-63,36,-21,-7,1,-4,22,-9
4.086352,416,clench,20,1,-2,0,-10,-11,-47,1
4.086362,417,clench,12,-5,-6,-3,-9,4,15,0
4.094016,418,clench,29,-17,3,2,18,-6,3,27
4.094038,419,clench,18,-34,-19,1,-4,-1,-1,-6
4.109825,420,clench,-8,-14,17,3,4,0,-30,-9
4.109848,421,clench,-9,74,7,-2,11,21,44,36
4.109851,422,clench,11,7,12,2,-26,-18,-10,25
4.109853,423,clench,11,-29,-11,3,14,0,-18,-16
4.123838,424,clench,-13,120,26,5,-12,-1,9,0
4.123870,425,clench,-7,83,2,-3,21,-5,27,-3
4.131929,426,clench,26,-29,-3,-1,-7,47,18,13
4.134612,427,clench,-9,-5,-11,1,3,-2,1,30
4.146509,428,clench,16,-48,12,6,-8,-9,-2,-14
4.148086,429,clench,-16,-127,-71,-14,-23,-27,-44,-14
4.148092,430,clench,-17,127,90,14,53,7,45,-16
4.148095,431,clench,26,32,17,-5,-19,0,-19,0
4.168952,432,clench,0,7,-25,-8,13,9,10,-7
4.168971,433,clench,-11,-12,0,-3,-15,-2,-1,16
4.169562,434,clench,35,-49,-20,-6,-27,-23,-9,6
4.169573,435,clench,-6,26,-15,0,17,17,-22,-13
4.199888,436,clench,-2,29,20,5,-2,-20,-3,-20
4.201864,437,clench,-46,-74,-20,3,16,20,10,3
4.201869,438,clench,-53,88,18,-1,-19,-4,-8,-8
4.201871,439,clench,17,-64,2,-1,7,13,17,-2
4.206597,440,clench,-11,13,-29,-5,-6,-10,-1,16
4.206617,441,clench,1,109,67,7,1,-4,4,-49
4.207327,442,clench,52,-30,-12,-7,-9,-5,17,8
4.207346,443,clench,-44,-31,-12,-5,-14,-7,1,56
4.229436,444,clench,1,-3,10,1,-10,-3,-15,15
4.229460,445,clench,11,-36,-24,-4,2,-1,-13,-27
4.229513,446,clench,-18,-69,-13,0,-9,-26,-26,-9
4.229521,447,clench,25,115,-4,0,2,-11,16,-21
4.252204,448,clench,24,-52,11,0,-6,20,13,17
4.253559,449,clench,-3,16,-2,3,26,13,3,32
4.253568,450,clench,-21,-15,-15,-4,-24,-14,-38,-18
4.253572,451,clench,9,-37,-11,1,3,5,7,0
4.266981,452,clench,-44,-56,-34,-8,-1,-9,12,-1
4.268424,453,clench,1,8,52,5,-8,-11,-27,-29
4.268432,454,clench,18,16,-17,-4,14,36,29,20
4.268436,455,clench,-6,-57,-7,-4,-12,-18,1,-20
4.289523,456,clench,-8,-1,19,5,25,-15,4,-33
4.289534,457,clench,-26,-74,-63,-10,3,17,-15,22
4.289704,458,clench,9,56,28,3,-49,-32,16,29
4.289719,459,clench,-2,-5,6,-3,24,11,-25,29
4.312384,460,clench,8,23,5,0,-30,-10,9,-1
4.312405,461,clench,35,-34,-28,-6,4,4,-2,-14
