timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.001204,170,17,2,-2,-6,-4,-1,-1,-5
1.001217,171,49,-14,-9,-1,0,-3,-4,-3
1.001219,172,-33,4,9,-3,-3,-3,-1,-7
1.001221,173,2,-45,-4,1,4,1,-1,1
1.021856,174,-21,26,8,-2,1,0,-2,2
1.021878,175,5,-28,-9,1,0,-1,2,4
1.023571,176,13,33,6,0,3,1,-1,1
1.023582,177,-41,20,3,1,-2,-2,-8,2
1.036822,178,3,-45,-11,0,-3,-1,11,4
1.038479,179,38,-53,-12,-8,-7,-5,-3,-11
1.038492,180,-7,-4,6,-3,-3,-1,-5,0
1.038494,181,1,5,-5,-4,2,0,0,-5
1.059352,182,-5,34,7,7,10,4,2,8
1.059371,183,-20,13,3,0,-2,-1,-4,1
1.060832,184,7,16,-2,-4,-3,-1,-2,-3
1.060845,185,10,9,-5,4,2,2,1,0
1.081700,186,-21,-43,11,4,-1,-2,-4,3
1.081722,187,41,3,4,-9,-10,-4,-2,-13
1.082639,188,-41,7,-9,-2,-5,-4,-8,-5
1.082652,189,14,-20,-25,-6,-4,-3,9,-1
1.096085,190,2,35,-5,-1,2,-1,-3,-4
1.096100,191,-10,23,9,5,6,3,3,9
1.103555,192,19,-19,4,0,-1,-1,-5,2
1.103573,193,-8,35,-6,-2,0,-1,-3,-8
1.119620,194,0,-17,12,6,1,1,1,8
1.119643,195,36,10,-12,-1,-2,-2,-5,2
1.121088,196,-13,-35,-6,-5,2,-2,4,-10
1.121099,197,1,-10,-17,-6,-10,-4,-4,4
1.141982,198,35,14,-1,-7,-5,-2,-1,-9
1.142014,199,-38,45,18,5,2,2,-3,7
1.142503,200,27,-16,5,1,5,1,3,4
1.142636,201,-7,-7,26,2,-1,-3,-4,-2
1.156091,202,-5,-2,-27,-4,2,0,0,-2
1.156109,203,-59,2,17,4,1,2,10,7
1.163722,204,40,-24,-11,-5,-5,-1,-3,-7
1.163740,205,1,-6,-4,-2,-1,-2,-2,-2
1.179293,206,-13,14,-4,-3,-6,-4,-3,1
1.179315,207,-1,-6,1,-1,0,-2,-4,-1
1.180786,208,-6,25,2,3,1,1,5,5
1.180796,209,15,10,3,4,5,3,-2,4
1.201988,210,-32,-9,-2,-2,-1,-2,-3,-13
1.202025,211,-8,-12,-12,-10,-14,-4,1,11
1.202843,212,24,-46,-2,-3,-5,-4,-9,-23
1.202878,213,17,10,0,-3,-1,0,7,1
1.216251,214,18,14,-1,2,4,-1,1,4
1.216272,215,-10,10,-2,0,5,0,-1,4
1.223731,216,2,31,-6,-1,-3,-1,0,6
1.223748,217,-5,-2,8,3,1,1,-10,0
1.239661,218,-16,-26,-9,-2,1,3,8,-6
1.240943,219,3,-66,-7,-2,-2,-2,-7,-10
1.240955,220,43,33,4,-2,-5,-3,1,2
1.240959,221,-8,14,-7,-6,-4,-3,-1,-2
1.261995,222,-7,-16,3,-2,-1,1,-1,1
1.262015,223,-13,5,-5,1,4,0,-3,-6
1.263861,224,-39,-12,5,5,6,2,1,3
1.263871,225,-2,31,-15,-6,-12,-4,1,-4
1.284663,226,19,12,40,7,5,2,-1,5
1.284686,227,45,0,-12,-5,-3,1,-2,-2
1.286839,228,-86,-44,-8,-9,-7,-5,-2,-13
1.286850,229,41,-15,-5,-3,-4,-4,-2,6
1.298931,230,-30,5,-5,-2,-3,-3,-11,-5
