Timestamp_ms,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7
125,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0
295,1,-3,2,-42,-3,-4,-25,1
343,-26,-4,-53,-88,-11,-5,-3,-1
405,0,-1,-3,-24,8,-1,-2,-1
464,2,-1,17,31,22,10,7,-1
524,-1,3,-1,-26,25,5,4,4
586,0,-4,-26,-46,-10,0,4,0
635,-7,2,20,37,8,9,11,0
688,1,0,-9,54,14,2,57,-3
740,-6,-2,-2,-50,-2,4,2,-3
794,-1,-1,-13,-77,-13,15,10,4
847,-7,-5,-20,-19,33,8,-5,-2
905,-6,3,-10,-45,-13,-10,-9,-7
967,-2,-3,6,-12,-6,-1,8,-5
1027,-2,0,50,21,0,-8,5,5
1079,-13,-3,-4,-65,-45,-9,-11,-4
1131,1,-3,7,2,13,-4,4,-1
1183,-5,-4,-4,-5,-1,2,2,-3
1237,-4,-3,-29,-40,6,2,-3,0
1288,-5,-2,-15,5,-25,-7,-2,-3
1345,0,2,0,-13,1,5,0,-1
1407,0,-3,9,10,1,-5,-7,1
1470,-1,-4,-8,12,1,-2,-13,1
1520,18,-1,-2,-19,0,-1,-18,-5
1573,-11,1,-1,14,-10,-5,-10,1
1630,-4,-2,-2,0,-1,5,7,-1
1691,3,0,-13,-17,2,8,7,0
1753,-3,1,38,10,-10,-6,-14,-5
1813,6,3,65,25,-3,5,-4,-2
1865,5,1,16,-20,15,7,19,6
1919,1,-3,12,5,9,-6,4,1
1971,-4,-1,7,-31,-12,-7,-26,-4
2021,-4,0,0,17,6,11,9,-1
2076,-2,0,-5,14,-2,0,-9,-2
2133,-4,2,23,-2,-24,-22,-19,-5
2195,3,-1,-3,2,-1,-7,-5,-4
2257,-3,-1,-36,-69,-35,1,21,6
2315,-12,0,-21,-14,-8,-12,-39,3
2370,-3,2,-3,21,2,1,-12,-2
2420,-1,-2,9,-27,-34,-14,-8,-4
2473,6,-1,19,-3,8,0,-8,1
2525,4,-3,1,22,2,5,8,2
2578,-8,-3,1,-3,-28,-8,4,-1
2630,-1,-3,-5,-40,-13,-2,-6,-1
2682,-3,-1,-7,-6,6,4,-19,-1
2738,-5,1,-3,11,9,-3,-14,-1
2797,2,-1,-7,64,12,1,0,-1
2855,-4,0,-4,-38,8,-7,-5,-4
2905,0,-1,-4,-14,11,-1,2,0
2960,-6,-1,-2,80,27,6,1,1
3013,-2,-3,-2,6,-4,-2,-1,0
3074,0,-3,2,4,-12,1,-4,-1
3134,0,0,-3,-1,-1,1,-3,-1
3196,-2,-7,-2,7,4,-3,-1,-2
3244,3,2,-9,0,-5,2,7,-1
3298,-3,-1,2,20,-4,-2,-1,0
3353,0,-2,5,8,7,-3,-3,-1
3417,0,-2,12,7,2,-3,0,2
3479,0,-4,3,5,6,-5,-4,0
3540,2,2,-3,-34,-2,-6,-3,0
3591,-2,-2,1,10,-5,-1,-6,-4
3642,-1,0,5,-2,8,0,-4,0
3697,2,-2,0,-7,9,4,1,2
3749,0,1,0,3,-7,-2,-1,-1
3800,6,3,20,33,18,3,6,0
3863,-1,-2,-5,-23,9,0,0,0
3912,-3,-3,8,-6,-9,-5,-2,-3
3971,1,-3,13,12,9,2,-1,-2
4032,3,-2,9,-11,-53,-5,-2,-1
4098,7,-1,9,-1,17,1,6,-1
4161,-9,0,6,-5,-4,2,4,-3
4221,-13,0,8,-58,-26,-6,-19,-9
4281,-6,-2,0,-24,-2,-3,-2,0
4334,-2,0,-16,-11,-8,-1,5,1
4395,2,0,5,-15,11,0,2,0
4459,-11,-2,0,-5,10,4,-9,-6
4521,3,-1,8,-30,-5,-4,0,-1
4581,7,-2,-5,46,4,-1,9,18
4632,-3,-3,-6,23,-2,-1,4,-2
4695,12,-1,0,4,3,-2,-6,-5
4760,2,-3,-9,-7,-3,-2,-2,-5
4822,20,-1,2,-29,-17,-4,-6,4
4881,2,-2,5,33,-3,-15,4,-2
4941,-5,0,-10,-24,-21,-10,-3,-5
4993,4,1,-13,17,75,18,12,-1
5056,-2,1,-6,12,3,-4,-3,3
5123,0,-3,2,35,1,1,2,4
5186,-14,-3,-8,-44,-15,-2,-2,-2
5245,-1,1,14,36,9,-1,1,-3
5294,2,1,-7,-24,1,-2,-3,-5
5346,0,-1,6,-6,-8,-5,-4,-1
5397,-3,-1,-12,-24,3,2,-1,-5
5450,-8,-2,-19,-6,-2,0,0,-3
5504,-3,-2,8,15,-3,1,0,-5
5562,-1,4,-6,6,6,0,-2,-3
5623,-7,-4,10,-46,-2,-1,-7,-7
5683,-4,-4,-7,16,-5,-2,-4,3
5737,-3,-1,-14,20,-6,-2,-4,9
5801,5,4,-6,9,0,-2,2,1
5864,-3,1,10,-12,-2,0,1,2
5924,8,-3,-9,-55,2,-2,1,4
5976,4,-2,-10,-15,0,-2,-2,5
6040,2,2,-2,-16,1,-3,5,2
6103,6,1,17,40,2,2,-2,4
6163,-4,1,-12,-1,-4,-1,-1,-2
6223,19,1,-22,51,1,2,4,-16
6274,24,5,1,-1,1,3,7,18
6327,0,1,-9,-6,18,4,-4,1
6380,-1,-1,-6,-11,1,2,-1,-4
6439,10,0,0,7,11,4,0,1
6493,-1,-1,14,19,-12,-1,-3,-2
6494,0,-1,-2,-6,1,-1,-2,-5
