Timestamp_ms,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7
162,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0
312,-2,-2,6,-7,1,0,1,-2
367,1,0,-10,-1,-3,-3,0,1
417,1,0,0,10,4,1,0,-1
478,-3,-5,-14,-8,-7,-2,-2,-1
530,-2,7,8,10,0,1,0,-2
583,-1,3,6,-21,0,-2,-2,-2
637,-1,1,-10,-2,-4,-1,-2,0
687,-1,5,15,1,-4,-1,-2,2
742,-1,-3,7,-6,8,3,-1,-2
793,-1,0,-8,-14,-7,-6,-4,-2
844,-2,0,0,-4,-5,-2,-1,-2
906,0,-3,-19,1,2,1,-2,0
965,1,15,51,16,5,1,0,0
1024,3,2,3,4,2,0,1,1
1077,0,-1,-14,-4,-6,-2,0,-4
1131,2,10,-11,-5,-1,-3,-2,0
1182,-4,-6,-20,-9,-1,1,0,-3
1236,-1,-4,-2,0,-1,-3,-1,1
1296,-3,-9,-10,-4,12,10,1,1
1357,-3,-5,-22,3,-7,-4,-2,-2
1415,-1,-2,-9,-3,-1,-1,0,-4
1472,0,8,4,6,-1,0,-2,-1
1521,0,0,-2,-3,-10,-7,-5,0
1577,-4,-11,-14,-7,-1,-5,-1,-1
1640,-1,-6,-20,-1,0,-2,-2,0
1701,-4,-4,-9,-11,-2,-2,1,-1
1761,-2,0,5,-5,-2,-2,-2,0
1813,3,4,20,2,1,1,0,-2
1865,0,-6,3,3,5,0,0,-3
1917,-1,2,21,1,0,2,1,-1
1973,-2,-1,-16,-1,0,-1,-1,-1
2034,1,-9,-30,-1,4,4,0,0
2098,1,6,37,-8,-5,-2,-2,0
2158,-4,-11,-35,-5,-2,0,0,-2
2217,-2,-5,-23,2,-2,1,-1,-1
2269,1,-2,3,9,0,0,0,1
2324,1,7,36,14,-1,0,1,-1
2379,-5,-4,-4,0,-9,1,0,-2
2443,-2,3,13,-3,-1,3,0,-2
2504,-1,0,12,-2,-2,1,0,0
2564,5,6,-5,3,-2,-1,-1,2
2614,1,7,8,-5,1,2,-1,0
2677,1,4,8,4,1,-2,-3,-1
2739,-5,-5,-16,4,1,-2,-1,-1
2802,-4,-5,-5,-25,-6,-2,-2,-1
2863,0,-1,29,4,-2,-1,-1,-2
2926,3,5,1,7,-3,-3,1,-1
2986,-2,-1,4,0,0,-1,2,-1
3037,-1,-5,-27,-10,-1,0,-1,-2
3097,-2,-5,-1,3,0,-5,-3,-3
3161,-3,-4,17,-6,-1,-3,-2,-2
3225,-4,-7,-4,3,-1,-1,1,0
3285,0,4,10,3,1,3,-2,-1
3344,1,1,19,8,-4,-1,-2,0
3396,-2,-3,-6,7,0,-2,-1,-2
3448,-3,-4,-12,-6,-5,-4,-2,0
3503,3,5,50,10,0,-3,-3,0
3551,0,-5,-4,-3,-3,-1,-1,-2
3606,0,1,-32,-8,3,3,2,2
3661,0,4,25,-12,-1,-3,-1,-1
3724,0,-5,-4,-2,3,0,-1,-3
3773,-1,-7,12,7,3,0,-1,-2
