Timestamp_ms,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7
133,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0
243,-1,-3,1,-8,0,-1,-1,0
298,4,-1,-16,-7,2,0,2,-1
351,2,-3,-5,0,2,-2,-2,0
403,1,-1,1,17,6,1,1,-1
457,1,-3,-4,-4,-1,-1,-2,-3
511,-2,0,2,6,1,0,0,4
561,0,0,2,-2,1,-1,-4,1
613,-1,-1,-2,4,-2,-3,-3,-2
669,-1,-2,2,-14,-3,-2,-4,-1
721,-3,-1,0,4,-4,-6,-3,-2
780,-2,-2,-6,8,5,-3,-4,-3
840,0,-1,1,9,-2,-1,-1,-2
890,1,-2,-6,-27,-10,-1,0,1
946,5,-1,1,6,26,4,1,-4
996,-7,-1,-17,-3,-25,-3,-5,0
1049,3,-1,6,-14,8,3,2,-2
1105,5,1,9,-4,-17,-6,-2,-3
1160,2,-1,-4,-21,12,2,-2,-1
1223,-2,-3,0,9,8,0,1,0
1283,-2,0,0,17,-12,-10,-6,-4
1336,-1,0,-1,0,-5,-7,-4,-1
1387,-3,3,-1,8,26,12,1,1
1445,-4,0,2,18,5,4,0,4
1508,-1,-2,-7,-15,-1,-3,-1,-1
1567,10,0,6,-42,15,2,5,0
1636,6,-5,1,92,20,8,6,1
1683,-15,-3,-21,-47,-25,-13,-13,-4
1749,5,0,-3,23,10,6,-2,-3
1808,-6,0,4,2,2,-9,-8,-5
1868,-5,-1,-3,-64,-15,-5,-2,-2
1920,-4,-1,5,-52,-12,1,2,0
1983,-2,-1,17,-18,13,0,-2,0
2045,-5,-3,-8,26,30,9,-3,0
2113,3,0,-2,-37,-16,-3,5,0
2168,6,-2,-14,-19,-37,0,2,0
2220,-2,1,3,5,2,-5,1,-2
2271,-2,-1,1,10,-3,-5,-1,-2
2330,-8,-5,-27,-40,-9,-6,-6,0
2374,18,0,6,8,13,6,8,-5
2430,-3,-1,17,19,-13,-10,-9,-3
2486,-8,2,-4,-9,11,4,-5,-1
2550,0,-3,11,0,-10,4,3,-2
2609,-2,-3,-15,-4,-1,-1,-6,0
2670,4,0,12,-23,-6,-4,0,-3
2721,-6,1,-13,2,-28,-3,5,0
2784,1,-5,-6,20,-2,0,0,-2
2849,6,-3,23,-35,26,14,7,2
2910,2,0,2,10,-19,-6,0,-4
2971,-1,1,24,21,6,2,2,-3
3023,-4,-1,10,36,0,-6,-1,-3
3086,-4,-4,-3,-56,4,-1,-2,-1
3148,0,-5,0,30,-1,5,2,-1
3210,-3,0,1,-23,-26,-1,1,0
3274,-5,0,12,-12,-29,-6,2,-2
3320,-3,3,2,-23,32,8,-2,0
3373,-5,1,8,56,15,-1,-3,-3
3427,-7,0,6,30,-11,-3,0,-3
3478,6,1,-5,10,7,2,-1,0
3533,-1,-1,7,23,-4,-5,0,1
3588,-1,3,-8,37,3,-3,-2,-3
3652,0,-1,0,16,0,1,-4,3
3713,1,-2,-1,11,11,4,1,2
3772,3,1,11,-2,15,11,5,-1
3824,8,-2,6,3,16,5,6,-3
3887,-2,-4,-1,-10,0,-1,-1,-2
3952,3,0,-5,-9,-19,-6,-2,-4
4012,-5,-2,-14,-9,-7,-3,-4,1
4073,-1,3,-1,-7,46,9,2,0
4133,0,-5,-9,-3,-7,2,-3,0
4187,3,2,5,15,33,2,4,0
4252,-3,0,0,8,14,-2,-1,-4
4314,1,1,-1,6,5,2,2,3
4373,1,-2,-9,-28,1,3,1,-1
4425,-2,-1,1,10,16,-3,0,-3
4477,-3,-1,5,-4,27,5,-2,-5
4530,0,-1,-13,-17,-1,-1,1,-4
4582,-2,2,-25,2,0,3,1,-2
4635,-2,0,8,-8,-1,0,-4,4
4692,2,1,-5,-21,5,3,-2,2
4755,0,-3,7,31,-5,-2,1,-4
4814,-4,0,-1,10,55,12,4,1
4875,-1,-6,2,16,2,-4,-3,-1
4930,1,2,3,22,-6,0,1,3
4992,4,0,3,27,-7,-3,2,-2
5055,0,-8,14,-2,-42,-12,-8,-1
5114,-3,1,-6,-13,-3,-2,0,-1
5167,-13,-2,13,-1,12,-11,-17,-7
5221,-3,-3,7,14,-14,-12,0,1
5273,-8,0,-1,7,-6,-3,-5,-3
5324,-7,0,4,-83,-24,-3,-3,4
5377,-4,2,-3,6,8,1,-3,-2
5436,-2,1,7,37,4,-7,-4,-2
5497,-2,-1,-4,-25,-14,-5,-1,-2
5560,-3,1,6,-60,-36,-12,-4,0
5609,0,3,-5,3,3,3,-2,-1
5661,2,-3,-2,31,8,1,-1,-1
5714,-1,-3,-2,-55,-6,-2,-2,-2
5767,-6,-3,2,2,-11,-3,0,0
5821,2,-1,1,5,-34,-8,0,1
5876,2,-2,2,8,-1,-7,-1,1
5924,-1,1,1,-1,9,0,1,2
5977,0,-5,4,-1,-7,-3,0,1
6034,4,-3,-1,-9,1,1,1,-3
6097,1,-4,-12,-50,-5,1,1,-2
6157,4,-3,0,9,13,6,6,0
6219,-1,-3,-4,-8,3,0,1,0
6273,2,-1,-4,-19,-12,-1,-1,-2
6321,-5,-2,-3,0,4,0,-5,-3
6374,-7,-1,12,0,-6,-5,-8,-1
6428,0,-2,-1,-12,-2,1,-3,0
6481,0,-2,-15,1,-41,-7,0,1
6532,6,-1,14,-22,37,-3,4,0
6586,-4,-3,2,15,-2,-2,-5,1
6637,1,-1,-9,-6,8,-2,-3,-3
6696,-2,-1,-5,-47,-4,3,-4,3
6759,3,1,1,9,18,-16,-12,-7
6822,-6,-4,22,99,6,2,-2,-2
6870,-9,-4,-6,23,3,3,-4,-4
6922,-6,0,5,35,1,0,-2,-2
6979,-4,-4,-7,-29,-11,-4,1,0
7043,0,0,-5,-16,-6,-3,0,-1
7102,1,-4,-5,-8,-42,-8,-1,-3
7162,3,2,-3,-4,-6,0,0,-1
7217,-2,-7,-3,-10,-23,-2,-1,0
7279,3,1,4,-22,1,0,3,1
7344,-1,-2,6,-3,-16,-6,-3,1
7406,0,1,-8,-5,-8,-2,0,0
7463,0,-4,-4,-14,-20,-3,1,-2
7514,3,-3,4,-16,-9,-2,-1,-2
7563,-1,-2,-1,3,-9,2,2,-2
7619,3,0,-1,-28,-2,2,-1,2
7673,1,0,9,-12,-8,-2,-2,-4
7725,-1,-1,-7,-1,4,-1,-2,-2
7776,2,-1,3,51,0,-1,0,3
7830,-1,2,-1,3,-17,6,0,-2
